Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2022-10-11,Incline Dumbbell Bench Press,Chest,20.0,10,,,,""
2022-10-11,Pull Up,Back,0.0,8,,,,""
2022-10-11,Barbell Row,Back,20.0,8,,,,""
2022-10-11,Barbell Row,Back,45.0,8,,,,""
2022-10-11,Pull Up,Back,0.0,8,,,,""
2022-10-11,Barbell Row,Back,45.0,8,,,,""
2022-10-11,Pull Up,Back,0.0,7,,,,""
2022-10-11,Barbell Row,Back,40.0,8,,,,""
2022-10-11,Machine Mid Row,Back,20.0,15,,,,"top pronated grip, two handed"
2022-10-11,Machine Mid Row,Back,25.0,12,,,,""
2022-10-11,Machine Mid Row,Back,25.0,12,,,,""
2022-10-11,Machine Mid Row,Back,20.0,15,,,,""
2022-10-11,Machine Mid Row,Back,10.0,20,,,,"+ onto last set"
2022-10-13,Flat Barbell Bench Press,Chest,20.0,8,,,,""
2022-10-13,Flat Barbell Bench Press,Chest,40.0,8,,,,""
2022-10-13,Flat Barbell Bench Press,Chest,50.0,5,,,,""
2022-10-13,Flat Barbell Bench Press,Chest,65.0,5,,,,"focus on no momentum"
2022-10-13,Flat Barbell Bench Press,Chest,65.0,5,,,,"last rep fast"
2022-10-13,Flat Barbell Bench Press,Chest,65.0,5,,,,"fast reps again.."
2022-10-13,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2022-10-13,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2022-10-13,Seated Dumbbell Press,Shoulders,17.5,10,,,,""
2022-10-13,Seated Dumbbell Press,Shoulders,17.5,10,,,,""
2022-10-13,Seated Dumbbell Press,Shoulders,17.5,10,,,,""
2022-10-13,Seated Dumbbell Press,Shoulders,17.5,9,,,,""
2022-10-13,Low Cable Flies,Chest,10.0,20,,,,""
2022-10-13,Cable Lateral Raises,Shoulders,10.0,10,,,,"one handed"
2022-10-13,Low Cable Flies,Chest,10.0,20,,,,""
2022-10-13,Cable Lateral Raises,Shoulders,10.0,12,,,,""
2022-10-13,Low Cable Flies,Chest,10.0,20,,,,""
2022-10-13,Cable Lateral Raises,Shoulders,10.0,12,,,,""
2022-10-13,Incline Dumbbell Fly,Chest,8.0,15,,,,""
2022-10-13,Incline Dumbbell Fly,Chest,8.0,15,,,,""
2022-10-13,Incline Dumbbell Fly,Chest,8.0,15,,,,""
2022-10-15,Pendlay Row,Back,40.0,15,,,,""
2022-10-15,Pendlay Row,Back,55.0,8,,,,""
2022-10-15,Pendlay Row,Back,55.0,8,,,,""
2022-10-15,Pendlay Row,Back,55.0,8,,,,""
2022-10-15,Pendlay Row,Back,55.0,8,,,,""
2022-10-15,Machine Mid Row,Back,20.0,15,,,,"neutral grip"
2022-10-15,Machine Mid Row,Back,20.0,15,,,,""
2022-10-15,Machine Mid Row,Back,20.0,15,,,,""
2022-10-15,Machine Mid Row,Back,20.0,15,,,,""
2022-10-15,Close-Grip Lat Pulldowns,Back,40.0,12,,,,""
2022-10-15,Dumbbell Row,Back,15.0,12,,,,""
2022-10-15,Dumbbell Row,Back,20.0,12,,,,""
2022-10-15,Close-Grip Lat Pulldowns,Back,40.0,12,,,,""
2022-10-15,Dumbbell Row,Back,20.0,20,,,,""
2022-10-15,Close-Grip Lat Pulldowns,Back,40.0,12,,,,""
2022-10-17,Overhead Press,Shoulders,20.0,8,,,,""
2022-10-17,Overhead Press,Shoulders,20.0,8,,,,""
2022-10-17,Overhead Press,Shoulders,30.0,8,,,,""
2022-10-17,Overhead Press,Shoulders,40.0,2,,,,""
2022-10-17,Overhead Press,Shoulders,45.0,6,,,,""
2022-10-17,Overhead Press,Shoulders,45.0,6,,,,""
2022-10-17,Overhead Press,Shoulders,45.0,6,,,,""
2022-10-17,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-17,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-17,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-17,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-17,Cable Chest Flies,Chest,15.0,15,,,,"F3"
2022-10-17,Lu Raises,Shoulders,5.0,10,,,,""
2022-10-17,Cable Chest Flies,Chest,15.0,15,,,,""
2022-10-17,Lu Raises,Shoulders,5.0,10,,,,""
2022-10-17,Cable Chest Flies,Chest,15.0,20,,,,""
2022-10-17,Lu Raises,Shoulders,5.0,12,,,,""
2022-10-17,Lu Raises,Shoulders,2.5,3,,,,""
2022-10-17,Cable Chest Flies,Chest,15.0,20,,,,""
2022-10-17,Cable Chest Flies,Chest,10.0,15,,,,""
2022-10-17,Lu Raises,Shoulders,5.0,12,,,,""
2022-10-17,Lu Raises,Shoulders,2.5,7,,,,""
2022-10-18,Lat Pulldown,Back,35.0,12,,,,""
2022-10-18,Lat Pulldown,Back,30.0,12,,,,""
2022-10-18,Lat Pulldown,Back,30.0,12,,,,""
2022-10-18,Pendlay Row,Back,40.0,15,,,,""
2022-10-18,Pendlay Row,Back,55.0,8,,,,""
2022-10-18,Pendlay Row,Back,55.0,8,,,,""
2022-10-18,Pendlay Row,Back,55.0,8,,,,""
2022-10-18,Pendlay Row,Back,55.0,8,,,,""
2022-10-18,Pull Up,Back,0.0,8,,,,""
2022-10-18,Pull Up,Back,0.0,8,,,,""
2022-10-18,Pull Up,Back,0.0,6,,,,""
2022-10-18,Seated Cable Row,Back,40.0,15,,,,"Y-grip"
2022-10-18,Seated Cable Row,Back,40.0,15,,,,""
2022-10-18,Seated Cable Row,Back,40.0,15,,,,""
2022-10-18,Seated Cable Row,Back,25.0,20,,,,""
2022-10-20,Incline Dumbbell Bench Press,Chest,15.0,8,,,,""
2022-10-20,Incline Dumbbell Bench Press,Chest,15.0,8,,,,""
2022-10-20,Incline Dumbbell Bench Press,Chest,20.0,10,,,,""
2022-10-20,Incline Dumbbell Bench Press,Chest,20.0,10,,,,""
2022-10-20,Incline Dumbbell Bench Press,Chest,20.0,10,,,,""
2022-10-20,Incline Dumbbell Bench Press,Chest,20.0,10,,,,""
2022-10-20,Dips,Chest,0.0,12,,,,""
2022-10-20,Standing DB Shoulder Press,Shoulders,10.0,12,,,,""
2022-10-20,Dips,Chest,0.0,15,,,,""
2022-10-20,Standing DB Shoulder Press,Shoulders,10.0,8,,,,""
2022-10-20,Dips,Chest,0.0,12,,,,""
2022-10-20,Standing DB Shoulder Press,Shoulders,8.0,12,,,,""
2022-10-21,Deadlift,Back,60.0,10,,,,""
2022-10-21,Deadlift,Back,85.0,5,,,,""
2022-10-21,Deadlift,Back,105.0,5,,,,""
2022-10-21,Deadlift,Back,117.5,4,,,,"didn't feel tight, felt dangerous on hips"
2022-10-21,Deadlift,Back,117.5,5,,,,"from a 20kg plate deficit"
2022-10-21,Deadlift,Back,117.5,5,,,,""
2022-10-21,Hack Squat,Legs,20.0,8,,,,""
2022-10-21,Hack Squat,Legs,20.0,8,,,,""
2022-10-21,Hack Squat,Legs,20.0,8,,,,""
2022-10-21,Hack Squat,Legs,20.0,8,,,,""
2022-10-21,Close-Grip Lat Pulldowns,Back,45.0,15,,,,""
2022-10-21,Close-Grip Lat Pulldowns,Back,45.0,15,,,,""
2022-10-21,Close-Grip Lat Pulldowns,Back,45.0,10,,,,"drop set +..."
2022-10-21,Close-Grip Lat Pulldowns,Back,35.0,10,,,,""
2022-10-21,Close-Grip Lat Pulldowns,Back,25.0,10,,,,""
2022-10-21,Seated Plate Rows,Back,20.0,12,,,,"neutral grip"
2022-10-21,Seated Plate Rows,Back,20.0,15,,,,""
2022-10-21,Seated Plate Rows,Back,20.0,15,,,,""
2022-10-24,Lat Pulldown,Back,25.0,10,,,,""
2022-10-24,Lat Pulldown,Back,25.0,10,,,,""
2022-10-24,Lat Pulldown,Back,25.0,10,,,,""
2022-10-24,Flat Barbell Bench Press,Chest,20.0,8,,,,""
2022-10-24,Flat Barbell Bench Press,Chest,40.0,8,,,,""
2022-10-24,Flat Barbell Bench Press,Chest,55.0,5,,,,""
2022-10-24,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2022-10-24,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2022-10-24,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2022-10-24,Flat Barbell Bench Press,Chest,65.0,4,,,,""
2022-10-24,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2022-10-24,Incline Dumbbell Bench Press,Chest,22.5,8,,,,""
2022-10-24,Incline Dumbbell Bench Press,Chest,22.5,8,,,,""
2022-10-24,Incline Dumbbell Bench Press,Chest,22.5,8,,,,""
2022-10-24,Incline Dumbbell Bench Press,Chest,22.5,8,,,,""
2022-10-24,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-24,Lateral Dumbbell Raise,Shoulders,9.0,15,,,,""
2022-10-24,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-24,Hanging Leg Raise,Abs,0.0,15,,,,""
2022-10-24,Hanging Leg Raise,Abs,0.0,15,,,,""
2022-10-24,Hanging Leg Raise,Abs,0.0,15,,,,""
2022-10-24,Machine Chest Fly,Chest,25.0,15,,,,""
2022-10-24,Rear Delt Machine Fly,Shoulders,15.0,20,,,,""
2022-10-24,Rear Delt Machine Fly,Shoulders,15.0,20,,,,""
2022-10-24,Machine Chest Fly,Chest,25.0,20,,,,""
2022-10-24,Machine Chest Fly,Chest,25.0,20,,,,""
2022-10-24,Rear Delt Machine Fly,Shoulders,15.0,20,,,,""
2022-10-24,Jogs/Sprints,Cardio,,,0.0,m,0:10:00,""
2022-10-24,Jogs/Sprints,Cardio,,,0.0,m,0:15:00,""
2022-10-25,Pendlay Row,Back,40.0,15,,,,""
2022-10-25,Pendlay Row,Back,55.0,8,,,,""
2022-10-25,Pendlay Row,Back,50.0,8,,,,""
2022-10-25,Pendlay Row,Back,55.0,8,,,,""
2022-10-25,Pendlay Row,Back,55.0,8,,,,""
2022-10-25,Pull Up,Back,0.0,8,,,,""
2022-10-25,Pull Up,Back,0.0,8,,,,""
2022-10-25,Pull Up,Back,0.0,8,,,,""
2022-10-25,Pull Up,Back,0.0,7,,,,""
2022-10-25,Dumbbell Row,Back,22.5,10,,,,""
2022-10-25,Dumbbell Row,Back,25.0,12,,,,"with straps"
2022-10-25,Dumbbell Row,Back,25.0,12,,,,""
2022-10-25,Dumbbell Row,Back,25.0,12,,,,""
2022-10-25,Neutral Grip Seated Rows,Back,45.0,10,,,,""
2022-10-25,Neutral Grip Seated Rows,Back,40.0,5,,,,""
2022-10-25,Neutral Grip Seated Rows,Back,40.0,12,,,,""
2022-10-25,Neutral Grip Seated Rows,Back,35.0,12,,,,""
2022-10-27,Lat Pulldown,Back,25.0,12,,,,""
2022-10-27,Lat Pulldown,Back,25.0,12,,,,""
2022-10-27,Overhead Press,Shoulders,20.0,12,,,,""
2022-10-27,Overhead Press,Shoulders,20.0,12,,,,""
2022-10-27,Overhead Press,Shoulders,30.0,6,,,,""
2022-10-27,Overhead Press,Shoulders,40.0,3,,,,""
2022-10-27,Overhead Press,Shoulders,45.0,6,,,,""
2022-10-27,Overhead Press,Shoulders,45.0,6,,,,""
2022-10-27,Overhead Press,Shoulders,45.0,6,,,,""
2022-10-27,Overhead Press,Shoulders,45.0,5,,,,"knocked the fkn cage on 3rd rep"
2022-10-27,Overhead Press,Shoulders,37.5,6,,,,"def keep grip narrower, no strength going wider"
2022-10-27,Overhead Press,Shoulders,37.5,6,,,,""
2022-10-27,Seated Dumbbell Press,Shoulders,17.5,10,,,,""
2022-10-27,Seated Dumbbell Press,Shoulders,17.5,8,,,,""
2022-10-27,Seated Dumbbell Press,Shoulders,17.5,9,,,,""
2022-10-27,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-27,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-27,Lateral Dumbbell Raise,Shoulders,9.0,11,,,,""
2022-10-27,Lateral Dumbbell Raise,Shoulders,6.0,15,,,,""
2022-10-27,Lu Raises,Shoulders,5.0,8,,,,""
2022-10-27,Lu Raises,Shoulders,2.5,4,,,,""
2022-10-27,Cable Face Pull,Shoulders,15.0,15,,,,""
2022-10-27,Lu Raises,Shoulders,2.5,15,,,,""
2022-10-27,Cable Face Pull,Shoulders,15.0,15,,,,""
2022-10-27,Lu Raises,Shoulders,5.0,8,,,,""
2022-10-27,Lu Raises,Shoulders,2.5,12,,,,""
2022-10-27,Cable Face Pull,Shoulders,15.0,15,,,,""
2022-10-31,Lat Pulldown,Back,25.0,15,,,,""
2022-10-31,Lat Pulldown,Back,25.0,15,,,,""
2022-10-31,Overhead Press,Shoulders,20.0,12,,,,""
2022-10-31,Overhead Press,Shoulders,20.0,6,,,,""
2022-10-31,Overhead Press,Shoulders,30.0,6,,,,""
2022-10-31,Overhead Press,Shoulders,40.0,3,,,,""
2022-10-31,Overhead Press,Shoulders,45.0,6,,,,""
2022-10-31,Overhead Press,Shoulders,45.0,6,,,,""
2022-10-31,Overhead Press,Shoulders,45.0,6,,,,"RPE 10"
2022-10-31,Overhead Press,Shoulders,47.2,3,,,,""
2022-10-31,Decline Smith Machine Bench,Chest,20.0,12,,,,""
2022-10-31,Decline Smith Machine Bench,Chest,25.0,12,,,,""
2022-10-31,Decline Smith Machine Bench,Chest,25.0,12,,,,""
2022-10-31,Decline Smith Machine Bench,Chest,25.0,12,,,,""
2022-10-31,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-31,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-31,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-31,Lateral Dumbbell Raise,Shoulders,9.0,12,,,,""
2022-10-31,Lu Raises,Shoulders,5.0,8,,,,""
2022-10-31,Rear Delt Machine Fly,Shoulders,20.0,15,,,,""
2022-10-31,Lu Raises,Shoulders,5.0,8,,,,""
2022-10-31,Rear Delt Machine Fly,Shoulders,15.0,20,,,,""
2022-10-31,Rear Delt Machine Fly,Shoulders,15.0,12,,,,""
2022-10-31,Lu Raises,Shoulders,5.0,11,,,,""
2022-11-01,Pendlay Row,Back,40.0,15,,,,""
2022-11-01,Pendlay Row,Back,40.0,12,,,,""
2022-11-01,Pendlay Row,Back,55.0,8,,,,""
2022-11-01,ATG Split Squats,Legs,0.0,8,,,,""
2022-11-01,Pendlay Row,Back,55.0,8,,,,""
2022-11-01,ATG Split Squats,Legs,0.0,8,,,,""
2022-11-01,Pendlay Row,Back,55.0,8,,,,""
2022-11-01,ATG Split Squats,Legs,0.0,8,,,,""
2022-11-01,Pendlay Row,Back,55.0,8,,,,""
2022-11-01,ATG Split Squats,Legs,0.0,8,,,,""
2022-11-01,Pull Up,Back,0.0,8,,,,""
2022-11-01,Pull Up,Back,0.0,8,,,,""
2022-11-01,Pull Up,Back,0.0,8,,,,""
2022-11-01,Dumbbell Row,Back,22.5,12,,,,"no straps"
2022-11-01,Dumbbell Row,Back,22.5,12,,,,""
2022-11-01,Dumbbell Row,Back,22.5,12,,,,""
2022-11-01,Dumbbell Row,Back,22.5,12,,,,""
2022-11-01,Dumbbell Row,Back,22.5,15,,,,""
2022-11-01,Dumbbell Row,Back,17.2,12,,,,""
2022-11-03,Lat Pulldown,Back,30.0,15,,,,""
2022-11-03,Lat Pulldown,Back,30.0,15,,,,""
2022-11-03,Barbell Row,Back,20.0,8,,,,""
2022-11-03,Barbell Row,Back,40.0,8,,,,""
2022-11-03,Barbell Row,Back,40.0,10,,,,""
2022-11-03,Barbell Row,Back,40.0,10,,,,""
2022-11-03,Incline Dumbbell Bench Press,Chest,15.0,12,,,,""
2022-11-03,Incline Dumbbell Bench Press,Chest,22.5,8,,,,""
2022-11-03,Incline Dumbbell Bench Press,Chest,22.5,10,,,,""
2022-11-03,Incline Dumbbell Bench Press,Chest,22.5,10,,,,""
2022-11-03,Incline Dumbbell Bench Press,Chest,22.5,10,,,,""
2022-11-03,Dips,Chest,0.0,15,,,,""
2022-11-03,Dips,Chest,0.0,15,,,,""
2022-11-03,Dips,Chest,0.0,12,,,,""
2022-11-03,Incline Dumbbell Fly,Chest,9.0,15,,,,""
2022-11-03,Incline Dumbbell Fly,Chest,9.0,15,,,,""
2022-11-03,Incline Dumbbell Fly,Chest,9.0,15,,,,""
2022-11-03,Incline Dumbbell Fly,Chest,5.0,15,,,,""
2022-11-04,Lat Pulldown,Back,25.0,15,,,,""
2022-11-04,Lat Pulldown,Back,25.0,15,,,,""
2022-11-04,Sumo Deadlift,Legs,60.0,8,,,,"mid foot where knurling starts"
2022-11-04,Sumo Deadlift,Legs,80.0,5,,,,""
2022-11-04,Sumo Deadlift,Legs,80.0,5,,,,""
2022-11-04,Sumo Deadlift,Legs,80.0,10,,,,"coulda grinded 2-3 more reps in bad form"
2022-11-04,Chin Up,Back,0.0,10,,,,""
2022-11-04,Chin Up,Back,0.0,8,,,,""
2022-11-04,Chin Up,Back,0.0,8,,,,""
2022-11-04,Seated Plate Rows,Back,20.0,12,,,,"two handed pronated"
2022-11-04,Seated Plate Rows,Back,25.0,12,,,,""
2022-11-04,Seated Plate Rows,Back,25.0,12,,,,""
2022-11-04,Seated Plate Rows,Back,25.0,16,,,,""
2022-11-04,Neutral Grip Seated Rows,Back,35.0,10,,,,"keep lat flexed the entire time"
2022-11-04,Neutral Grip Seated Rows,Back,40.0,12,,,,""
2022-11-04,Neutral Grip Seated Rows,Back,40.0,12,,,,""
2022-11-04,Neutral Grip Seated Rows,Back,40.0,12,,,,""
2022-11-04,Neutral Grip Seated Rows,Back,30.0,12,,,,""
2022-11-07,Lat Pulldown,Back,35.0,15,,,,""
2022-11-07,Lat Pulldown,Back,35.0,15,,,,""
2022-11-07,Flat Barbell Bench Press,Chest,20.0,8,,,,""
2022-11-07,Flat Barbell Bench Press,Chest,40.0,8,,,,""
2022-11-07,Flat Barbell Bench Press,Chest,55.0,5,,,,""
2022-11-07,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2022-11-07,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2022-11-07,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2022-11-07,Flat Barbell Bench Press,Chest,65.0,5,,,,"touch and go-ish"
2022-11-07,Incline Dumbbell Bench Press,Chest,15.0,12,,,,""
2022-11-07,Incline Dumbbell Bench Press,Chest,22.5,10,,,,""
2022-11-07,Incline Dumbbell Bench Press,Chest,22.5,8,,,,""
2022-11-07,Incline Dumbbell Bench Press,Chest,22.5,7,,,,""
2022-11-07,Incline Dumbbell Bench Press,Chest,17.5,10,,,,""
2022-11-07,Dips,Chest,0.0,12,,,,"lean weight into vertical thumbs"
2022-11-07,Dips,Chest,0.0,12,,,,""
2022-11-07,Dips,Chest,0.0,8,,,,""
2022-11-07,Low Cable Flies,Chest,10.0,20,,,,""
2022-11-07,Low Cable Flies,Chest,10.0,20,,,,""
2022-11-07,Low Cable Flies,Chest,10.0,20,,,,""
2022-11-18,Pull Up,Back,0.0,8,,,,""
2022-11-18,Pull Up,Back,0.0,8,,,,""
2022-11-18,Pull Up,Back,0.0,8,,,,""
2022-11-18,Pull Up,Back,0.0,8,,,,""
2022-11-18,Pendlay Row,Back,40.0,15,,,,"slow controlled reps, focus on squeeze"
2022-11-18,Pendlay Row,Back,40.0,12,,,,""
2022-11-18,Pendlay Row,Back,40.0,12,,,,""
2022-11-18,Pendlay Row,Back,40.0,12,,,,""
2022-11-18,Incline Dumbbell Bench Press,Chest,15.0,15,,,,""
2022-11-18,Lateral Dumbbell Raise,Shoulders,7.5,15,,,,""
2022-11-18,Incline Dumbbell Bench Press,Chest,15.0,15,,,,""
2022-11-18,Lateral Dumbbell Raise,Shoulders,7.5,15,,,,""
2022-11-20,Overhead Press,Shoulders,20.0,12,,,,""
2022-11-20,Overhead Press,Shoulders,30.0,8,,,,""
2022-11-20,Overhead Press,Shoulders,40.0,5,,,,""
2022-11-20,Overhead Press,Shoulders,45.0,5,,,,""
2022-11-20,Overhead Press,Shoulders,50.0,3,,,,""
2022-11-20,Seated Dumbbell Press,Shoulders,15.0,12,,,,""
2022-11-20,Lateral Dumbbell Raise,Shoulders,7.5,15,,,,""
2022-11-20,Seated Dumbbell Press,Shoulders,15.0,15,,,,""
2022-11-20,Lateral Dumbbell Raise,Shoulders,7.5,15,,,,""
2022-11-20,Seated Dumbbell Press,Shoulders,15.0,12,,,,""
2022-11-20,Lateral Dumbbell Raise,Shoulders,7.5,12,,,,""
2022-11-20,Lateral Dumbbell Raise,Shoulders,5.0,12,,,,""
2022-11-20,Rear Delt Dumbbell Raise,Shoulders,5.0,20,,,,""
2022-11-20,Dumbbell Row,Back,15.0,20,,,,""
2022-11-20,Dumbbell Row,Back,15.0,20,,,,""
2022-11-20,Rear Delt Dumbbell Raise,Shoulders,5.0,20,,,,""
2022-11-20,Rear Delt Dumbbell Raise,Shoulders,5.0,20,,,,""
2022-11-20,Dumbbell Row,Back,15.0,20,,,,""
2022-12-06,Lat Pulldown,Back,40.0,10,,,,""
2022-12-06,Lat Pulldown,Back,40.0,10,,,,""
2022-12-06,Lat Pulldown,Back,40.0,10,,,,""
2022-12-06,Overhead Press,Shoulders,20.0,8,,,,""
2022-12-06,Overhead Press,Shoulders,20.0,8,,,,""
2022-12-06,Overhead Press,Shoulders,30.0,5,,,,""
2022-12-06,Overhead Press,Shoulders,40.0,6,,,,""
2022-12-06,Overhead Press,Shoulders,40.0,6,,,,""
2022-12-06,Overhead Press,Shoulders,40.0,6,,,,""
2022-12-06,Barbell Row,Back,20.0,8,,,,""
2022-12-06,Barbell Row,Back,40.0,10,,,,""
2022-12-06,Barbell Row,Back,40.0,12,,,,""
2022-12-06,Barbell Row,Back,40.0,12,,,,""
2022-12-06,Lateral Dumbbell Raise,Shoulders,7.0,15,,,,""
2022-12-06,Lateral Dumbbell Raise,Shoulders,7.0,15,,,,""
2022-12-06,Lateral Dumbbell Raise,Shoulders,7.0,15,,,,""
2022-12-06,Rear Delt Machine Fly,Shoulders,15.0,12,,,,""
2022-12-06,Rear Delt Machine Fly,Shoulders,15.0,15,,,,""
2022-12-08,Flat Barbell Bench Press,Chest,20.0,8,,,,""
2022-12-08,Flat Barbell Bench Press,Chest,40.0,8,,,,""
2022-12-08,Flat Barbell Bench Press,Chest,50.0,3,,,,""
2022-12-08,Flat Barbell Bench Press,Chest,55.0,6,,,,""
2022-12-08,Flat Barbell Bench Press,Chest,55.0,6,,,,""
2022-12-08,Flat Barbell Bench Press,Chest,55.0,6,,,,""
2022-12-08,Flat Barbell Bench Press,Chest,55.0,6,,,,""
2022-12-08,Incline Dumbbell Bench Press,Chest,15.0,8,,,,""
2022-12-08,Incline Dumbbell Bench Press,Chest,20.0,10,,,,""
2022-12-08,Incline Dumbbell Bench Press,Chest,20.0,8,,,,"queue wide elbows"
2022-12-08,Incline Dumbbell Bench Press,Chest,20.0,8,,,,""
2022-12-08,Incline Dumbbell Bench Press,Chest,20.0,8,,,,""
2022-12-08,Low Cable Flies,Chest,10.0,20,,,,""
2022-12-08,Low Cable Flies,Chest,10.0,20,,,,""
2022-12-08,Low Cable Flies,Chest,10.0,20,,,,""
2022-12-08,Dips,Chest,0.0,8,,,,""
2022-12-08,Dumbbell Overhead Triceps Extension,Triceps,5.0,15,,,,""
2022-12-08,Dips,Chest,0.0,10,,,,""
2022-12-08,Dumbbell Overhead Triceps Extension,Triceps,5.0,10,,,,""
2022-12-12,Lat Pulldown,Back,35.0,15,,,,"wide grip"
2022-12-12,Lat Pulldown,Back,35.0,12,,,,"close grip"
2022-12-12,Barbell Row,Back,20.0,8,,,,""
2022-12-12,Barbell Row,Back,40.0,10,,,,""
2022-12-12,Barbell Row,Back,40.0,10,,,,""
2022-12-12,Barbell Row,Back,40.0,15,,,,""
2022-12-12,Flat Barbell Bench Press,Chest,20.0,8,,,,""
2022-12-12,Flat Barbell Bench Press,Chest,40.0,6,,,,"felt good"
2022-12-12,Flat Barbell Bench Press,Chest,60.0,6,,,,"tight but heavy"
2022-12-12,Flat Barbell Bench Press,Chest,60.0,6,,,,""
2022-12-12,Flat Barbell Bench Press,Chest,60.0,6,,,,""
2022-12-12,Incline Dumbbell Bench Press,Chest,15.0,8,,,,""
2022-12-12,Incline Dumbbell Bench Press,Chest,22.5,10,,,,""
2022-12-12,Incline Dumbbell Bench Press,Chest,22.5,10,,,,""
2022-12-12,Incline Dumbbell Bench Press,Chest,22.5,10,,,,""
2022-12-12,Low Cable Flies,Chest,4.5,15,,,,""
2022-12-12,Low Cable Flies,Chest,4.5,12,,,,""
2022-12-12,Low Cable Flies,Chest,4.5,15,,,,""
2022-12-12,Low Cable Flies,Chest,3.0,10,,,,""
2022-12-12,Cable Face Pull,Shoulders,15.0,20,,,,""
2022-12-12,Cable Overhead Triceps Extension,Triceps,12.5,12,,,,""
2022-12-12,Cable Face Pull,Shoulders,15.0,15,,,,""
2022-12-12,Cable Overhead Triceps Extension,Triceps,12.5,8,,,,""
2022-12-12,Cable Overhead Triceps Extension,Triceps,10.0,4,,,,""
2022-12-12,Cable Face Pull,Shoulders,12.5,15,,,,""
2022-12-12,Cable Face Pull,Shoulders,10.0,10,,,,""
2022-12-14,Pendlay Row,Back,40.0,10,,,,""
2022-12-14,Pendlay Row,Back,50.0,8,,,,""
2022-12-14,Pendlay Row,Back,50.0,8,,,,""
2022-12-14,Pendlay Row,Back,50.0,8,,,,""
2022-12-14,Pendlay Row,Back,55.0,8,,,,"last couple reps sloppy"
2022-12-14,Pull Up,Back,0.0,8,,,,""
2022-12-14,Pull Up,Back,0.0,7,,,,""
2022-12-14,Pull Up,Back,0.0,4,,,,""
2022-12-14,Seated Plate Rows,Back,20.0,12,,,,""
2022-12-14,Seated Plate Rows,Back,20.0,15,,,,""
2022-12-14,Seated Plate Rows,Back,20.0,15,,,,""
2022-12-14,Seated Plate Rows,Back,10.0,15,,,,""
2022-12-22,Pendlay Row,Back,40.0,15,,,,""
2022-12-22,Pendlay Row,Back,50.0,8,,,,""
2022-12-22,Pendlay Row,Back,50.0,8,,,,""
2022-12-22,Pendlay Row,Back,50.0,8,,,,""
2022-12-22,Pendlay Row,Back,52.5,10,,,,""
2022-12-22,Pull Up,Back,0.0,8,,,,""
2022-12-22,Pull Up,Back,0.0,8,,,,""
2022-12-22,Pull Up,Back,0.0,5,,,,""
2022-12-22,Dumbbell Row,Back,15.0,10,,,,""
2022-12-22,Dumbbell Row,Back,20.0,12,,,,""
2022-12-22,Dumbbell Row,Back,20.0,15,,,,""
2022-12-22,Dumbbell Row,Back,20.0,15,,,,""
2022-12-22,Dumbbell Row,Back,20.0,15,,,,"RPE 9.5"
2022-12-22,Seated Incline Dumbbell Curl,Biceps,8.0,12,,,,""
2022-12-22,Barbell Curl,Biceps,10.0,12,,,,""
2022-12-22,Seated Incline Dumbbell Curl,Biceps,6.0,12,,,,""
2022-12-22,Barbell Curl,Biceps,10.0,12,,,,""
2022-12-27,Lat Pulldown,Back,35.0,12,,,,""
2022-12-27,Lat Pulldown,Back,40.0,10,,,,""
2022-12-27,Lat Pulldown,Back,40.0,10,,,,""
2022-12-27,Lat Pulldown,Back,40.0,10,,,,""
2022-12-27,Lat Pulldown,Back,35.0,5,,,,""
2022-12-27,Lat Pulldown,Back,30.0,10,,,,""
2022-12-27,Underhand Barbell Rows,Back,20.0,12,,,,""
2022-12-27,Underhand Barbell Rows,Back,40.0,12,,,,""
2022-12-27,Underhand Barbell Rows,Back,40.0,12,,,,""
2022-12-27,Underhand Barbell Rows,Back,40.0,12,,,,""
2022-12-27,Seated Cable Row,Back,40.0,12,,,,""
2022-12-27,Seated Cable Row,Back,40.0,12,,,,""
2022-12-27,Seated Cable Row,Back,40.0,12,,,,""
2022-12-29,Overhead Press,Shoulders,20.0,12,,,,""
